red_raw,red_final (Filtered),ir_raw,ir_final (Filtered)
596274,20.12,590279,32.67
596287,25.33,590289,37.58
596286,23.84,590287,34.34
596284,20.15,590313,48.11
596285,18.17,590307,43.51
596188,-49.11,590115,-90.59
596179,-67.95,590103,-124.67
596152,-85.12,590032,-170.55
596153,-81.55,590053,-153.5
596227,-23.96,590164,-61.53
596212,-17.53,590166,-31.9
596224,-6.42,590175,-15.72
596227,-1.1,590184,-4.19
596227,0.38,590182,-2.36
596225,-0.69,590161,-15.81
596227,0.43,590174,-9.05
596261,23.52,590232,32.45
596267,31.41,590237,43.48
596267,30.73,590255,54.69
596273,31.96,590262,57.61
596281,34.98,590273,60.87
596276,29.37,590281,61.97
596131,-72.12,589982,-144.33
596123,-96.85,589962,-197.3
596124,-94.23,589958,-196.66
596115,-91.64,589962,-177.18
596131,-72.49,589972,-150.59
596128,-63.57,589996,-115.08
596141,-47.2,589999,-94.39
596116,-55.92,589970,-100.8
596120,-50.71,589963,-98.59
596051,-91.56,589838,-173.87
596052,-93.47,589840,-176.67
596080,-67.18,589911,-114.73
596080,-54.89,589916,-86.04
596132,-12.2,590049,17.93
596144,7.68,590037,34.45
596201,50.34,590140,105.03
596196,53.46,590153,122.64
596130,5.34,590003,15.73
596115,-17.29,589994,-18.47
596121,-17.48,589978,-36.31
596079,-44.32,589888,-98.33
596077,-48.65,589886,-106.94
596207,41.9,590169,90.5
596216,67.11,590178,138.44
596247,88.63,590244,183.2
596251,89.28,590253,185.02
596326,132.36,590398,267.45
596343,143.43,590401,267.59
596534,262.65,590795,510.2
596533,269.71,590810,538.13
596667,338.91,591036,651.82
596667,327.63,591044,630.65
596682,307.23,591018,554.58
596662,262.63,591007,481.24
596674,237.37,591012,425.55
596478,79.03,590599,97.61
596459,19.82,590578,-7.07
596398,-37.8,590460,-112.24
596405,-44.36,590464,-126.45
596422,-30.86,590501,-94.43
596413,-30.85,590494,-83.14
596488,22.19,590629,17.61
596488,33.64,590633,44.11
596567,86.91,590787,150.71
596567,92.92,590779,159.38
596557,79.85,590757,133.29
596560,71.8,590770,124.18
596550,56.98,590764,107.41
596591,76.1,590823,133.84
596591,74.43,590836,137.91
596628,92.65,590874,152.85
596636,94.77,590881,148.37
596620,76.52,590878,132.73
596619,64.84,590854,101.42
596453,-55.34,590543,-124.34
596448,-84.23,590538,-173.85
596541,-21.75,590717,-51.12
596541,-4.22,590716,-16.66
596581,27.54,590805,53.34
596585,35.82,590804,65.71
596570,24.8,590767,38.35
596568,18.6,590755,20.21
596587,28.2,590773,26.06
596594,32.97,590825,60.32
596591,29.35,590821,61.15
596618,44.14,590877,93.89
596612,40.1,590884,98.93
596644,57.23,590931,123.48
596658,66.11,590927,116.47
596517,-32.13,590677,-63.41
596506,-61.51,590668,-109.27
596512,-59.64,590680,-103.45
596524,-46.08,590684,-90.55
596571,-7.11,590768,-23.12
596564,-1.48,590759,-10.33
596582,12.14,590779,7.23
596584,15.89,590795,21.81
596611,33.66,590844,56.63
596624,44.05,590841,58.55
596619,39.54,590847,58.15
596696,86.93,590996,153.45
596700,94.18,591005,170.42
596754,124.42,591091,218.19
596755,122.12,591109,223.9
596829,161.06,591243,296.6
