pc_time_ms,ecg,bpm,leadOff,ts
11154,1897,44,0,43969
11155,1895,44,0,43979
11155,1797,44,0,43989
11156,1712,44,0,43999
11156,1794,44,0,44009
11396,1680,44,0,44019
11397,1748,44,0,44029
11397,1842,44,0,44039
11397,1753,44,0,44049
11397,1723,44,0,44059
11398,1733,44,0,44069
11398,1743,44,0,44079
11398,1673,44,0,44089
11398,1657,44,0,44099
11398,1561,44,0,44109
11399,1510,44,0,44119
11399,1453,44,0,44129
11399,1443,44,0,44139
11399,1456,44,0,44149
11399,1339,44,0,44159
11400,1303,44,0,44169
11400,1318,44,0,44179
11608,1444,44,0,44189
11608,1346,44,0,44199
11608,1327,44,0,44209
11609,1347,44,0,44219
11609,1337,44,0,44229
11609,1296,44,0,44239
11610,1224,44,0,44249
11610,1203,44,0,44259
11610,1753,44,0,44269
11610,2462,44,0,44279
11611,2431,44,0,44289
11611,459,44,0,44299
11611,1104,44,0,44309
11611,1061,44,0,44319
11612,1056,44,0,44329
11612,1008,44,0,44339
11612,994,44,0,44349
11612,985,44,0,44359
11613,981,44,0,44369
11613,978,44,0,44379
11908,1081,44,0,44389
11908,1090,44,0,44399
11909,1114,44,0,44409
11909,1040,44,0,44419
11909,1122,44,0,44429
11909,1047,44,0,44439
11910,1088,44,0,44449
11910,922,44,0,44459
11910,939,44,0,44469
11910,950,44,0,44479
11911,897,44,0,44489
11911,998,44,0,44499
11911,955,44,0,44509
11911,988,44,0,44519
11912,1007,44,0,44529
11912,1039,44,0,44539
11912,983,44,0,44549
11912,969,44,0,44559
11913,825,44,0,44569
11913,831,44,0,44579
11913,762,44,0,44589
11967,803,44,0,44599
11968,865,44,0,44609
11968,881,44,0,44619
11968,826,44,0,44629
11969,838,44,0,44639
11969,842,44,0,44649
11969,775,44,0,44659
11969,710,44,0,44669
11969,695,44,0,44679
11970,737,44,0,44689
11970,732,44,0,44699
11970,725,44,0,44709
11971,697,44,0,44719
11971,763,44,0,44729
11973,727,44,0,44739
11973,763,44,0,44749
11973,752,44,0,44759
11975,722,44,0,44769
11975,806,44,0,44779
11975,748,44,0,44789
11975,851,44,0,44799
11976,799,44,0,44809
11976,809,44,0,44819
11976,816,44,0,44829
11977,825,44,0,44839
12118,825,44,0,44849
12118,877,44,0,44859
12118,1014,44,0,44869
12119,1019,44,0,44879
12119,1053,44,0,44889
12119,1053,44,0,44899
12120,1021,44,0,44909
12120,1074,44,0,44919
12120,991,44,0,44929
12120,946,44,0,44939
12120,976,44,0,44949
12121,1019,44,0,44959
12121,916,44,0,44969
12121,960,44,0,44979
12122,929,44,0,44989
12122,957,44,0,44999
12420,1093,44,0,45009
12420,1133,44,0,45019
12420,1131,44,0,45029
12421,1184,44,0,45039
12421,1149,44,0,45049
12421,1106,44,0,45059
12421,1227,44,0,45069
12421,1726,44,0,45079
12422,2481,44,0,45089
12422,2224,44,0,45099
12422,384,44,0,45109
12423,1081,44,0,45119
12423,1082,44,0,45129
12423,1047,44,0,45139
12423,1094,44,0,45149
12424,1057,44,0,45159
12424,1094,44,0,45169
12424,1118,44,0,45179
12424,1088,44,0,45189
12425,1118,44,0,45199
12624,1243,44,0,45209
12625,1337,44,0,45219
12625,1281,44,0,45229
12625,1372,44,0,45239
12626,1323,44,0,45249
12626,1359,44,0,45259
12626,1395,44,0,45269
12626,1232,44,0,45279
12626,1281,44,0,45289
12627,1254,44,0,45299
12627,1300,44,0,45309
12627,1337,44,0,45319
12627,1293,44,0,45329
12628,1344,44,0,45339
12628,1335,44,0,45349
12628,1473,44,0,45359
12628,1328,44,0,45369
12629,1204,44,0,45379
12629,1167,44,0,45389
12629,1111,44,0,45399
12629,1163,44,0,45409
12829,1239,44,0,45419
12830,1263,44,0,45429
12830,1253,44,0,45439
12831,1243,44,0,45449
12831,1270,44,0,45459
12831,1251,44,0,45469
12832,1261,44,0,45479
12832,1077,44,0,45489
12832,1195,44,0,45499
12832,1136,44,0,45509
12833,1104,44,0,45519
12833,1147,44,0,45529
12833,1185,44,0,45539
12834,1114,44,0,45549
12834,1181,44,0,45559
12834,1168,44,0,45569
12835,1166,44,0,45579
12835,1152,44,0,45589
12835,1162,44,0,45599
12836,1129,44,0,45609
13034,1321,44,0,45619
13035,1392,44,0,45629
13035,1372,44,0,45639
13035,1328,44,0,45649
13035,1412,44,0,45659
13036,1372,44,0,45669
13036,1351,44,0,45679
13036,1202,44,0,45689
13036,1211,44,0,45699
13036,1235,44,0,45709
13037,1215,44,0,45719
13037,1265,44,0,45729
13037,1206,44,0,45739
13037,1362,44,0,45749
13037,1219,44,0,45759
13038,1360,44,0,45769
13038,1379,44,0,45779
13038,1278,44,0,45789
13038,1357,44,0,45799
13039,1362,44,0,45809
13039,1349,44,0,45819
13239,1476,44,0,45829
13239,1481,44,0,45839
13240,1497,44,0,45849
13240,1460,44,0,45859
13240,1472,44,0,45869
13241,1521,44,0,45879
13241,1455,44,0,45889
13241,1326,44,0,45899
13241,1293,44,0,45909
13242,1556,44,0,45919
13242,2208,44,0,45929
13242,3014,44,0,45939
13242,2164,44,0,45949
13243,767,44,0,45959
13243,1535,44,0,45969
13243,1411,44,0,45979
13243,1424,44,0,45989
13244,1393,44,0,45999
13244,1434,44,0,46009
13244,1426,44,0,46019
13444,1583,44,0,46029
13444,1680,44,0,46039
13445,1606,44,0,46049
13445,1633,44,0,46059
13445,1625,44,0,46069
13446,1651,44,0,46079
13446,1633,44,0,46089
13446,1445,44,0,46099
13446,1535,44,0,46109
13446,1488,44,0,46119
13447,1557,44,0,46129
13447,1495,44,0,46139
13447,1527,44,0,46149
13447,1523,44,0,46159
13448,1583,44,0,46169
13448,1567,44,0,46179
13448,1638,44,0,46189
13448,1622,44,0,46199
13448,1607,44,0,46209
13449,1553,44,0,46219
13619,1534,44,0,46229
13619,1575,44,0,46239
13620,1474,44,0,46249
13620,1421,44,0,46259
13620,1462,44,0,46269
13620,1368,44,0,46279
13621,1472,44,0,46289
13621,1339,44,0,46299
13621,1261,44,0,46309
13621,1289,44,0,46319
13621,1250,44,0,46329
13622,1236,44,0,46339
13622,1247,44,0,46349
13622,1317,44,0,46359
13622,1271,44,0,46369
13622,1305,44,0,46379
13623,1314,44,0,46389
13623,1392,44,0,46399
13623,1367,44,0,46409
13624,1311,44,0,46419
13624,1350,44,0,46429
13755,1437,44,0,46439
13756,1483,44,0,46449
13756,1434,44,0,46459
13756,1511,44,0,46469
13756,1476,44,0,46479
13757,1457,44,0,46489
13757,1505,44,0,46499
13758,1287,44,0,46509
13758,1338,44,0,46519
13758,1306,44,0,46529
13758,1346,44,0,46539
13759,1357,44,0,46549
13759,1339,44,0,46559
13759,1360,44,0,46569
13759,1299,44,0,46579
13759,1381,44,0,46589
13760,1405,44,0,46599
13760,1344,44,0,46609
13760,1456,44,0,46619
13760,1407,44,0,46629
14066,1582,44,0,46639
14066,1679,44,0,46649
14066,1754,44,0,46659
14067,1653,44,0,46669
14067,1695,44,0,46679
14067,1796,44,0,46689
14067,1664,44,0,46699
14067,1615,44,0,46709
14068,1483,44,0,46719
14068,1495,44,0,46729
14068,1587,44,0,46739
14068,1567,44,0,46749
14069,1574,44,0,46759
14069,1591,44,0,46769
14069,1580,44,0,46779
14069,1678,44,0,46789
14069,1819,44,0,46799
14070,2466,44,0,46809
14070,3374,48,0,46819
14070,3050,48,0,46829
14070,1210,48,0,46839
14263,1999,48,0,46849
14263,2139,48,0,46859
14264,2179,48,0,46869
14264,2078,48,0,46879
14265,2161,48,0,46889
14265,2181,48,0,46899
14265,2262,48,0,46909
14265,1967,48,0,46919
14266,2074,48,0,46929
14266,2160,48,0,46939
14266,2192,48,0,46949
14266,2183,48,0,46959
14267,2195,48,0,46969
14267,2313,48,0,46979
14267,2357,48,0,46989
14268,2417,48,0,46999
14268,2535,48,0,47009
14268,2559,48,0,47019
14268,2698,48,0,47029
14269,2641,48,0,47039
14269,2928,48,0,47049
14468,3106,48,0,47059
14468,2996,48,0,47069
14469,3093,48,0,47079
14469,3265,48,0,47089
14469,3120,48,0,47099
14470,3216,48,0,47109
14470,2832,48,0,47119
14470,2853,48,0,47129
14470,2781,48,0,47139
14470,2694,48,0,47149
14471,2850,48,0,47159
14471,2663,48,0,47169
14471,2981,48,0,47179
14471,2724,48,0,47189
14471,2755,48,0,47199
14472,2810,48,0,47209
14472,2697,48,0,47219
14472,2729,48,0,47229
14472,2736,48,0,47239
14472,2595,48,0,47249
14673,2926,48,0,47259
14673,2670,48,0,47269
14673,2627,48,0,47279
14674,2727,48,0,47289
14674,2361,48,0,47299
14674,2487,48,0,47309
14674,2455,48,0,47319
14675,2003,48,0,47329
14675,2447,48,0,47339
14675,1921,48,0,47349
14676,2054,48,0,47359
14676,1921,48,0,47369
14676,1776,48,0,47379
14676,1907,48,0,47389
14677,1610,48,0,47399
14677,1703,48,0,47409
14677,1454,48,0,47419
14677,1615,48,0,47429
14678,1379,48,0,47439
14678,1113,48,0,47449
14877,1337,48,0,47459
14878,1232,48,0,47469
14878,1312,48,0,47479
14878,1247,48,0,47489
14878,897,48,0,47499
14879,1019,48,0,47509
14879,937,48,0,47519
14879,531,48,0,47529
14879,535,48,0,47539
14880,315,48,0,47549
14880,210,48,0,47559
14880,187,48,0,47569
14880,0,48,0,47579
14881,0,48,0,47589
14881,0,48,0,47599
14881,0,48,0,47609
14881,0,48,0,47619
14882,0,48,0,47629
14882,0,48,0,47639
14882,843,48,0,47649
14882,0,48,0,47659
15082,0,48,0,47669
15083,0,48,0,47679
15083,0,48,0,47689
15084,0,48,0,47699
15084,0,48,0,47709
15084,0,48,0,47719
15084,0,48,0,47729
15085,0,48,0,47739
15085,0,48,0,47749
15085,0,48,0,47759
15085,0,48,0,47769
15086,0,48,0,47779
15086,0,48,0,47789
15086,0,48,0,47799
15086,0,48,0,47809
15087,0,48,0,47819
15087,0,48,0,47829
15088,0,48,0,47839
15088,0,48,0,47849
15088,0,48,0,47859
15287,0,48,0,47869
15288,0,48,0,47879
15288,0,48,0,47889
15288,0,48,0,47899
15288,0,48,0,47909
15289,0,48,0,47919
15289,0,48,0,47929
15289,0,48,0,47939
15290,0,48,0,47949
15290,0,48,0,47959
15292,0,48,0,47969
15292,0,48,0,47979
15296,0,48,0,47989
15297,0,48,0,47999
15297,0,48,0,48009
15297,0,48,0,48019
15298,0,48,0,48029
15298,0,48,0,48039
15298,0,48,0,48049
15299,0,48,0,48059
15299,0,48,0,48069
15395,0,48,0,48079
15395,0,48,0,48089
15395,0,48,0,48099
15395,0,48,0,48109
15396,0,48,0,48119
15396,0,48,0,48129
15396,0,48,0,48139
15396,0,48,0,48149
15397,183,48,0,48159
15397,404,48,0,48169
15397,234,48,0,48179
15397,0,48,0,48189
15397,48,48,0,48199
15398,0,48,0,48209
15398,0,48,0,48219
15398,0,48,0,48229
15398,0,48,0,48239
15399,496,48,0,48249
15399,61,48,0,48259
15399,351,48,0,48269
15600,531,48,0,48279
15600,723,48,0,48289
15601,972,48,0,48299
15601,755,48,0,48309
15601,862,48,0,48319
15601,1054,48,0,48329
15602,1243,48,0,48339
15602,1249,48,0,48349
15602,1066,48,0,48359
15602,1165,48,0,48369
15602,1278,48,0,48379
15603,1567,48,0,48389
15603,2256,48,0,48399
15603,2885,48,0,48409
15603,1984,48,0,48419
15604,590,48,0,48429
15605,932,48,0,48439
15605,1165,48,0,48449
15605,1155,48,0,48459
15606,1099,48,0,48469
15607,1003,48,0,48479
15805,1357,48,0,48489
15805,1526,48,0,48499
15806,1414,48,0,48509
15806,1493,48,0,48519
15806,1792,48,0,48529
15806,1256,48,0,48539
15807,1521,48,0,48549
15807,925,48,0,48559
15807,889,48,0,48569
15808,1010,48,0,48579
15808,720,48,0,48589
15808,382,48,0,48599
15808,313,48,0,48609
15809,240,48,0,48619
15809,142,48,0,48629
15809,293,48,0,48639
15810,0,48,0,48649
15810,0,48,0,48659
15812,0,48,0,48669
15812,0,48,0,48679
16010,0,48,0,48689
16012,0,48,0,48699
16012,0,48,0,48709
16012,0,48,0,48719
16013,0,48,0,48729
16013,0,48,0,48739
16013,0,48,0,48749
16013,0,48,0,48759
16014,0,48,0,48769
16014,0,48,0,48779
16014,0,48,0,48789
16014,0,48,0,48799
16015,0,48,0,48809
16015,0,48,0,48819
16015,101,48,0,48829
16015,22,48,0,48839
16016,0,48,0,48849
16016,160,48,0,48859
16016,0,48,0,48869
16016,0,48,0,48879
16017,0,48,0,48889
16064,381,48,0,48899
16064,490,48,0,48909
16064,214,48,0,48919
16065,275,48,0,48929
16065,791,48,0,48939
16111,179,48,0,48949
16112,944,48,0,48959
16112,658,48,0,48969
16113,731,48,0,48979
16113,742,48,0,48989
16213,531,48,0,48999
16213,1109,48,0,49009
16213,677,48,0,49019
16213,576,48,0,49029
16214,979,48,0,49039
16214,624,48,0,49049
16214,946,48,0,49059
16214,1779,48,0,49069
16215,918,48,0,49079
16215,926,48,0,49089
16264,1136,48,0,49099
16264,867,48,0,49109
16264,801,48,0,49119
16265,1421,48,0,49129
16265,1457,48,0,49139
16315,2895,48,0,49149
16315,1203,48,0,49159
16316,304,48,0,49169
16316,987,48,0,49179
16316,1408,48,0,49189
16365,3248,35,0,49199
16365,4095,35,0,49209
16366,4095,35,0,49219
16366,4095,35,0,49229
16366,4095,35,0,49239
16416,4095,35,0,49249
16417,4095,35,0,49259
16417,4095,35,0,49269
16417,4095,35,0,49279
16417,4095,35,0,49289
16418,4095,35,0,49299
16470,4095,35,0,49309
16470,4095,35,0,49319
16470,4095,35,0,49329
16471,4095,35,0,49339
16471,4095,35,0,49349
16623,4095,35,0,49359
16624,4095,35,0,49369
16624,4095,35,0,49379
16625,4095,35,0,49389
16625,4095,35,0,49399
16625,4095,35,0,49409
16626,4095,35,0,49419
16626,4095,35,0,49429
16626,4095,35,0,49439
16626,4095,35,0,49449
16626,4095,35,0,49459
16627,4095,35,0,49469
16627,4095,35,0,49479
16627,4095,35,0,49489
16628,4095,35,0,49499
16674,4095,35,0,49509
16675,4095,35,0,49519
16675,4095,35,0,49529
16675,4095,35,0,49539
16676,4095,35,0,49549
16729,4095,35,0,49559
16730,4095,35,0,49569
16730,4095,35,0,49579
16730,4095,35,0,49589
16731,4095,35,0,49599
16731,4095,35,0,49609
16780,4095,35,0,49619
16781,4095,35,0,49629
16781,4095,35,0,49639
16781,2098,35,0,49649
16782,1236,35,0,49659
16833,736,35,0,49669
16833,112,35,0,49679
16833,0,35,0,49689
16833,0,35,0,49699
16834,0,35,0,49709
16880,0,35,0,49719
16880,0,35,0,49729
16880,0,35,0,49739
16881,0,35,0,49749
16881,0,35,0,49759
16931,0,35,0,49769
16931,0,35,0,49779
16932,0,35,0,49789
16932,0,35,0,49799
16932,0,35,0,49809
17032,0,35,0,49819
17033,0,35,0,49829
17033,0,35,0,49839
17033,0,35,0,49849
17033,0,35,0,49859
17034,0,35,0,49869
17034,0,35,0,49879
17034,0,35,0,49889
17034,0,35,0,49899
17035,0,35,0,49909
17238,0,35,0,49919
17238,0,35,0,49929
17239,0,35,0,49939
17239,0,35,0,49949
17239,0,35,0,49959
17239,0,35,0,49969
17240,0,35,0,49979
17240,0,35,0,49989
17240,0,35,0,49999
17240,0,35,0,50009
17241,0,35,0,50019
17241,0,35,0,50029
17241,0,35,0,50039
17241,0,35,0,50049
17242,0,35,0,50059
17242,0,35,0,50069
17242,0,35,0,50079
17242,0,35,0,50089
17242,0,35,0,50099
17243,0,35,0,50109
17243,0,35,0,50119
17540,0,35,0,50129
17540,0,35,0,50139
17541,0,35,0,50149
17541,0,35,0,50159
17541,0,35,0,50169
17541,0,35,0,50179
17542,0,35,0,50189
17542,0,35,0,50199
17542,0,35,0,50209
17542,0,35,0,50219
17543,0,35,0,50229
17543,0,35,0,50239
17543,0,35,0,50249
17543,0,35,0,50259
17544,0,35,0,50269
17544,0,35,0,50279
17544,0,35,0,50289
17544,0,35,0,50299
17545,0,35,0,50309
17545,0,35,0,50319
17745,0,35,0,50329
17745,0,35,0,50339
17745,0,35,0,50349
17745,0,35,0,50359
17746,0,35,0,50369
17746,0,35,0,50379
17746,0,35,0,50389
17747,0,35,0,50399
17747,0,35,0,50409
17747,0,35,0,50419
17748,0,35,0,50429
17748,0,35,0,50439
17748,0,35,0,50449
17748,0,35,0,50459
17749,0,35,0,50469
17749,0,35,0,50479
17749,0,35,0,50489
17749,0,35,0,50499
17749,0,35,0,50509
17750,0,35,0,50519
17750,0,35,0,50529
17949,0,35,0,50539
17950,0,35,0,50549
17950,0,35,0,50559
17951,0,35,0,50569
17951,0,35,0,50579
17952,0,35,0,50589
17953,0,35,0,50599
17954,0,35,0,50609
17954,0,35,0,50619
17954,0,35,0,50629
17955,0,35,0,50639
17955,0,35,0,50649
17956,0,35,0,50659
17957,0,35,0,50669
17958,0,35,0,50679
17959,0,35,0,50689
17959,0,35,0,50699
17960,0,35,0,50709
17960,0,35,0,50719
17961,0,35,0,50729
18058,0,35,0,50739
18058,0,35,0,50749
18058,0,35,0,50759
18059,1907,35,0,50769
18059,871,35,0,50779
18059,4095,38,0,50789
18059,4095,38,0,50799
18060,4095,38,0,50809
18060,4095,38,0,50819
18060,4095,38,0,50829
18060,4095,38,0,50839
18061,4095,38,0,50849
18061,3824,38,0,50859
18061,1233,38,0,50869
18061,2032,38,0,50879
18062,1873,38,0,50889
18062,1819,38,0,50899
18062,1872,38,0,50909
18062,1842,38,0,50919
18062,1835,38,0,50929
18063,1854,38,0,50939
18109,1835,38,0,50949
18109,1839,38,0,50959
18109,1840,38,0,50969
18110,1829,38,0,50979
18110,1842,38,0,50989
18165,1840,38,0,50999
18165,1506,38,0,51009
18166,670,38,0,51019
18166,1669,38,0,51029
18166,1168,38,0,51039
18261,655,38,0,51049
18262,2974,38,0,51059
18262,2107,38,0,51069
18262,1853,38,0,51079
18263,2468,38,0,51089
18263,3003,38,0,51099
18263,1476,38,0,51109
18263,4095,38,0,51119
18264,1680,38,0,51129
18264,3115,38,0,51139
18311,1279,38,0,51149
18311,3486,38,0,51159
18312,2427,38,0,51169
18312,1802,38,0,51179
18312,2225,38,0,51189
18470,1681,38,0,51199
18471,1040,38,0,51209
18471,2675,38,0,51219
18471,1034,38,0,51229
18471,1499,38,0,51239
18472,1204,38,0,51249
18472,561,38,0,51259
18472,800,38,0,51269
18473,1462,38,0,51279
18473,685,38,0,51289
18473,1262,38,0,51299
18473,743,38,0,51309
18474,465,38,0,51319
18474,1143,38,0,51329
18474,1823,38,0,51339
18880,2110,38,0,51349
18880,610,38,0,51359
18881,511,38,0,51369
18881,0,38,0,51379
18881,1185,38,0,51389
18882,1364,38,0,51399
18882,329,38,0,51409
18882,1117,38,0,51419
18882,879,38,0,51429
18883,0,38,0,51439
18883,955,38,0,51449
18883,0,38,0,51459
18883,0,38,0,51469
18884,0,38,0,51479
18884,0,38,0,51489
18884,0,38,0,51499
18884,0,38,0,51509
18885,0,38,0,51519
18885,0,38,0,51529
18885,0,38,0,51539
18885,0,38,0,51549
18940,0,38,0,51559
18941,0,38,0,51569
18941,0,38,0,51579
18941,0,38,0,51589
18941,0,38,0,51599
18942,0,38,0,51609
18942,0,38,0,51619
18942,0,38,0,51629
18942,0,38,0,51639
18943,0,38,0,51649
18943,0,38,0,51659
18943,0,38,0,51669
18943,0,38,0,51679
18944,0,38,0,51689
18944,0,38,0,51699
18944,0,38,0,51709
18944,0,38,0,51719
18945,0,38,0,51729
18945,0,38,0,51739
18945,0,38,0,51749
18945,0,38,0,51759
18946,0,38,0,51769
18946,0,38,0,51779
18946,0,38,0,51789
18946,0,38,0,51799
18947,490,38,0,51809
19178,643,38,0,51819
19179,368,38,0,51829
19179,1232,38,0,51839
19179,912,38,0,51849
19179,843,38,0,51859
19180,1473,38,0,51869
19180,1308,38,0,51879
19180,1331,38,0,51889
19180,1462,38,0,51899
19181,1713,38,0,51909
19181,1616,38,0,51919
19181,1614,38,0,51929
19181,1663,38,0,51939
19182,1842,38,0,51949
19182,2128,38,0,51959
19350,1854,38,0,51969
19350,2417,38,0,51979
19351,2401,38,0,51989
19351,2544,38,0,51999
19351,2522,38,0,52009
19351,2775,38,0,52019
19352,2720,38,0,52029
19352,2995,38,0,52039
19352,2892,38,0,52049
19352,3248,40,0,52059
19353,3582,40,0,52069
19353,4095,40,0,52079
19353,4095,40,0,52089
19354,4095,40,0,52099
19354,4095,40,0,52109
19354,3648,40,0,52119
19355,4095,40,0,52129
19355,4095,40,0,52139
19355,4095,40,0,52149
19355,4095,40,0,52159
19491,4095,40,0,52169
19491,4095,40,0,52179
19491,4095,40,0,52189
19492,4095,40,0,52199
19492,4095,40,0,52209
19492,4095,40,0,52219
19492,4095,40,0,52229
19493,4095,40,0,52239
19493,4095,40,0,52249
19493,4095,40,0,52259
19493,4095,40,0,52269
19494,4095,40,0,52279
19494,4095,40,0,52289
19494,4095,40,0,52299
19494,4095,40,0,52309
19494,4095,40,0,52319
19495,4095,40,0,52329
19495,4095,40,0,52339
19495,4095,40,0,52349
19495,4095,40,0,52359
19496,4095,40,0,52369
19537,4095,40,0,52379
19537,4095,40,0,52389
19537,4095,40,0,52399
19538,4095,40,0,52409
19538,4095,40,0,52419
19590,4095,40,0,52429
19590,4095,40,0,52439
19590,4095,40,0,52449
19591,4095,40,0,52459
19591,4095,40,0,52469
19696,4095,40,0,52479
19696,4095,40,0,52489
19696,4095,40,0,52499
19697,4095,40,0,52509
19697,4095,40,0,52519
19697,4095,40,0,52529
19698,4095,40,0,52539
19698,4095,40,0,52549
19698,4095,40,0,52559
19698,4095,40,0,52569
19901,4095,40,0,52579
19901,4095,40,0,52589
19901,4095,40,0,52599
19902,4095,40,0,52609
19902,4095,40,0,52619
19902,4095,40,0,52629
19903,4095,40,0,52639
19903,4095,40,0,52649
19903,4095,40,0,52659
19903,4095,40,0,52669
19903,4095,40,0,52679
19904,4095,40,0,52689
19904,4095,40,0,52699
19904,4095,40,0,52709
19904,4095,40,0,52719
19904,4095,40,0,52729
19905,4095,40,0,52739
19905,4095,40,0,52749
19905,4095,40,0,52759
19905,4095,40,0,52769
19906,4095,40,0,52779
19951,4095,40,0,52789
19951,4095,40,0,52799
19952,4095,40,0,52809
19952,4095,40,0,52819
19953,4095,40,0,52829
20105,4095,40,0,52839
20105,4095,40,0,52849
20106,4095,40,0,52859
20106,4095,40,0,52869
20106,4095,40,0,52879
20107,4095,40,0,52889
20107,4095,40,0,52899
20107,4095,40,0,52909
20107,4095,40,0,52919
20108,4095,40,0,52929
20108,4095,40,0,52939
20108,4095,40,0,52949
20108,4095,40,0,52959
20109,4095,40,0,52969
20109,4095,40,0,52979
20170,4095,40,0,52989
20171,4095,40,0,52999
20171,4095,40,0,53009
20171,4095,40,0,53019
20171,3451,40,0,53029
20172,3375,40,0,53039
20172,3440,40,0,53049
20310,2843,40,0,53059
20311,3156,40,0,53069
20311,2877,40,0,53079
20311,2781,40,0,53089
20311,2373,40,0,53099
20311,2181,40,0,53109
20312,2099,40,0,53119
20312,2019,40,0,53129
20312,1673,40,0,53139
20312,1719,40,0,53149
20313,1517,40,0,53159
20313,1571,40,0,53169
20313,1473,40,0,53179
20313,1586,40,0,53189
20515,1456,40,0,53199
20515,1489,40,0,53209
20515,1403,40,0,53219
20516,1809,40,0,53229
20516,1711,40,0,53239
20516,2958,40,0,53249
20516,4095,45,0,53259
20516,4095,45,0,53269
20517,4095,45,0,53279
20517,4095,45,0,53289
20517,4095,45,0,53299
20518,4095,45,0,53309
20518,4095,45,0,53319
20518,4095,45,0,53329
20518,4095,45,0,53339
20519,4095,45,0,53349
20519,4095,45,0,53359
20519,4095,45,0,53369
20519,4095,45,0,53379
20520,4095,45,0,53389
20567,4095,45,0,53399
20568,4095,45,0,53409
20568,4095,45,0,53419
20568,4095,45,0,53429
20569,4095,45,0,53439
20569,4095,45,0,53449
20618,4095,45,0,53459
20619,4095,45,0,53469
20619,4095,45,0,53479
20619,3650,45,0,53489
20620,3295,45,0,53499
20674,2977,45,0,53509
20674,3437,45,0,53519
20674,4095,45,0,53529
20675,4095,45,0,53539
20675,2023,45,0,53549
20924,1890,45,0,53559
20925,1968,45,0,53569
20925,1571,45,0,53579
20925,1661,45,0,53589
20926,1307,45,0,53599
20926,1252,45,0,53609
20926,905,45,0,53619
20926,1003,45,0,53629
20927,679,45,0,53639
20927,595,45,0,53649
20927,306,45,0,53659
20928,427,45,0,53669
20928,112,45,0,53679
20928,0,45,0,53689
20928,0,45,0,53699
20929,0,45,0,53709
20929,0,45,0,53719
20929,0,45,0,53729
20930,0,45,0,53739
20930,0,45,0,53749
20931,0,45,0,53759
20931,0,45,0,53769
20931,0,45,0,53779
20932,0,45,0,53789
20933,0,45,0,53799
20978,0,45,0,53809
20978,0,45,0,53819
20978,0,45,0,53829
20979,0,45,0,53839
20979,0,45,0,53849
20979,0,45,0,53859
21029,0,45,0,53869
21029,0,45,0,53879
21029,0,45,0,53889
21030,0,45,0,53899
21030,0,45,0,53909
21079,0,45,0,53919
21079,0,45,0,53929
21080,0,45,0,53939
21080,0,45,0,53949
21080,0,45,0,53959
21333,0,45,0,53969
21333,0,45,0,53979
21333,0,45,0,53989
21334,0,45,0,53999
21334,0,45,0,54009
21334,0,45,0,54019
21334,0,45,0,54029
21334,0,45,0,54039
21334,0,45,0,54049
21335,0,45,0,54059
21335,0,45,0,54069
21335,0,45,0,54079
21335,0,45,0,54089
21336,0,45,0,54099
21336,0,45,0,54109
21336,0,45,0,54119
21336,0,45,0,54129
21336,0,45,0,54139
21336,0,45,0,54149
21337,0,45,0,54159
21337,0,45,0,54169
21337,0,45,0,54179
21337,0,45,0,54189
21337,0,45,0,54199
21337,0,45,0,54209
21386,0,45,0,54219
21387,0,45,0,54229
21387,0,45,0,54239
21387,0,45,0,54249
21387,0,45,0,54259
21436,0,45,0,54269
21436,1011,45,0,54279
21436,0,45,0,54289
21437,0,45,0,54299
21437,0,45,0,54309
21486,0,45,0,54319
21487,0,45,0,54329
21487,0,45,0,54339
21487,0,45,0,54349
21488,0,45,0,54359
21848,0,45,0,54369
21849,0,45,0,54379
21849,0,45,0,54389
21849,0,45,0,54399
21849,0,45,0,54409
21850,0,45,0,54419
21850,0,45,0,54429
21850,0,45,0,54439
21850,0,45,0,54449
21850,0,45,0,54459
21850,0,45,0,54469
21851,0,45,0,54479
21851,0,45,0,54489
21851,0,45,0,54499
21851,0,45,0,54509
21851,0,45,0,54519
21851,0,45,0,54529
21852,0,45,0,54539
21852,0,45,0,54549
21852,0,45,0,54559
21852,0,45,0,54569
21852,0,45,0,54579
21853,0,45,0,54589
21853,0,45,0,54599
21853,0,45,0,54609
21853,0,45,0,54619
22047,0,45,0,54629
22047,0,45,0,54639
22048,0,45,0,54649
22048,0,45,0,54659
22048,0,45,0,54669
22048,0,45,0,54679
22048,0,45,0,54689
22049,0,45,0,54699
22049,0,45,0,54709
22049,0,45,0,54719
22049,0,45,0,54729
22049,0,45,0,54739
22049,0,45,0,54749
22050,0,45,0,54759
22050,128,45,0,54769
22050,44,45,0,54779
22050,93,45,0,54789
22050,277,45,0,54799
22050,353,45,0,54809
22050,325,45,0,54819
22051,313,45,0,54829
22156,400,45,0,54839
22157,541,45,0,54849
22157,370,45,0,54859
22157,447,45,0,54869
22157,541,45,0,54879
22157,497,45,0,54889
22157,336,45,0,54899
22158,443,45,0,54909
22158,185,45,0,54919
22158,235,45,0,54929
22158,0,45,0,54939
22158,0,45,0,54949
22158,0,45,0,54959
22158,0,45,0,54969
22159,0,45,0,54979
22159,0,45,0,54989
22159,0,45,0,54999
22159,158,45,0,55009
22159,845,45,0,55019
22159,1989,45,0,55029
22219,0,45,0,55039
22219,0,45,0,55049
22219,16,45,0,55059
22219,226,45,0,55069
22220,26,45,0,55079
22220,0,45,0,55089
