ts,red_raw,ir_raw,red_f,ir_f,bpm,spo2
20440,468,409,0.21,0.84,102.6,95.4
20463,460,396,0.26,0.93,103.5,100
20485,468,406,0.15,0.73,99.5,98.1
20506,469,404,0.12,0.56,101.8,100.0
20527,465,417,0.08,0.27,98.6,100
20549,473,397,-0.06,0.16,101.5,96.4
20571,478,400,-0.19,-0.03,103.8,94.7
20592,481,401,-0.32,-0.29,105.7,90.6
20615,468,405,-0.25,-0.47,101.5,96.4
20637,463,403,-0.19,-0.49,98.1,99.8
20658,467,402,-0.19,-0.43,101.1,98.2
20679,467,395,-0.18,-0.29,97.6,99.3
20700,471,410,-0.26,-0.4,100.7,99.7
20721,466,402,-0.22,-0.34,97.4,96.8
20742,467,401,-0.0,-0.2,95.1,99.5
20768,479,407,0.1,-0.3,99.2,98.9
20790,485,405,0.14,-0.32,102.4,95.7
20811,480,406,0.26,-0.32,105.0,95.0
20834,485,406,0.3,-0.35,107.1,91.6
20855,501,418,0.09,-0.53,108.7,88.7
20879,498,424,-0.09,-0.61,110.1,92.9
20901,502,418,-0.34,-0.53,111.1,91.1
20922,493,415,-0.37,-0.42,112.4,94.1
20943,499,422,-0.32,-0.4,113.5,96.6
20966,462,391,0.61,0.23,112.2,86.6
20988,465,395,0.99,0.48,111.2,86.8
21011,460,389,1.49,0.75,110.1,87.4
21033,457,390,1.98,1.03,109.3,86.5
21055,450,389,2.56,1.27,108.6,84.0
21076,456,397,2.9,1.44,107.6,81.0
21097,461,395,2.99,1.59,107.1,83.4
21118,453,395,2.88,1.67,107.4,84.3
21139,463,393,2.39,1.49,107.6,85.0
21161,462,396,1.59,1.05,107.1,85.1
21195,467,390,0.43,0.42,106.8,84.6
21217,456,394,-0.81,-0.43,106.5,83.8
21239,464,397,-2.17,-1.32,106.2,85.5
21261,461,406,-3.27,-2.11,106.0,90.6
21284,462,396,-3.9,-2.36,105.9,87.7
21305,469,398,-4.11,-2.31,105.8,85.8
21327,463,402,-3.94,-2.08,105.7,86.1
21350,462,417,-3.59,-1.91,105.6,90.6
21373,462,403,-3.11,-1.48,105.5,88.4
21395,460,399,-2.53,-1.04,105.1,86.8
21416,458,401,-1.99,-0.76,105.1,86.2
21438,463,403,-1.56,-0.53,105.2,85.6
21460,472,402,-1.21,-0.2,105.2,84.5
21481,465,411,-0.82,0.02,104.8,85.8
21502,461,397,-0.44,0.45,104.6,86.2
21523,467,413,-0.29,0.56,104.7,86.2
21544,468,403,-0.01,0.93,104.8,85.5
21566,463,403,0.25,1.15,104.9,86.4
21596,470,403,0.36,1.29,105.0,86.4
21618,476,400,0.38,1.46,105.2,87.5
21639,465,415,0.5,1.33,104.8,88.0
21660,464,424,0.61,1.04,104.5,89.1
21683,471,411,0.68,0.97,104.3,87.6
21704,466,415,0.89,0.81,104.5,86.8
21725,465,410,1.09,0.78,103.6,86.8
21746,469,418,1.25,0.74,102.2,86.4
21767,472,415,1.26,0.72,101.8,86.9
21798,475,428,1.21,0.55,101.4,87.9
21820,470,417,1.25,0.59,101.1,86.5
21842,473,428,1.23,0.46,100.9,89.4
21864,472,419,1.23,0.64,97.6,86.6
21885,460,424,1.31,0.76,94.8,84.9
21906,472,418,1.15,0.99,92.5,86.8
21927,471,417,1.0,1.18,90.4,88.7
21948,466,426,0.91,1.23,88.8,86.5
21969,461,414,0.95,1.31,87.5,88.3
21991,470,424,0.9,1.18,86.2,87.7
22020,460,416,0.93,1.14,85.4,88.2
22042,461,421,0.91,1.14,84.5,87.7
22063,470,415,0.8,1.16,83.6,90.2
22086,476,421,0.57,1.01,83.1,89.3
22107,477,417,0.33,0.84,82.5,90.5
22128,486,433,-0.01,0.37,82.4,86.0
22149,488,454,-0.32,-0.22,82.6,90.0
22170,492,444,-0.61,-0.53,82.5,91.3
22197,494,438,-0.82,-0.71,82.2,89.5
22219,502,441,-0.99,-0.98,82.9,84.7
22240,555,505,-1.52,-1.73,82.9,91.2
22263,559,515,-1.82,-2.36,85.7,95.2
22284,500,433,-1.0,-1.47,86.0,88.6
22305,568,524,-0.98,-1.8,86.0,92.4
22326,795,772,-2.91,-4.35,86.0,95.6
22347,814,779,-3.46,-5.09,86.0,95.3
22368,830,790,-3.24,-4.92,86.0,95.0
22390,837,810,-2.5,-4.14,86.0,95.2
22417,1573,1657,-8.86,-11.58,86.0,96.0
22440,1589,1664,-10.78,-13.78,86.0,95.9
22462,1572,1689,-9.6,-13.11,86.0,96.3
22484,1584,1715,-6.06,-9.79,86.0,96.7
22505,1384,1799,1.35,-4.91,86.0,99.5
22526,1388,1813,9.4,2.47,84.6,99.5
22547,1401,1822,18.62,12.33,83.4,96.9
22568,1397,1832,29.67,24.79,83.0,94.1
22595,1646,2360,40.26,34.81,82.2,95.2
22617,1634,2378,54.09,50.2,81.5,94.5
22638,1667,2390,67.99,68.02,79.5,93.5
22659,1670,2402,80.62,86.04,76.9,93.0
22682,1681,2421,90.65,102.92,73.8,93.3
22703,1790,2836,95.41,112.66,71.3,92.8
22724,1783,2865,94.0,118.07,69.3,92.3
22745,1789,2884,83.88,116.72,67.2,92.7
22766,1799,2907,68.85,110.65,67.2,93.4
22798,2297,3728,48.6,95.72,66.2,93.7
22820,2299,3728,34.15,86.87,66.0,93.8
22843,2291,3722,25.18,82.45,65.6,93.5
22865,1282,3155,31.49,88.62,65.6,89.3
22886,1258,3166,33.47,91.7,65.6,88.0
22907,1244,3143,32.47,92.12,65.6,88.5
22928,1225,3126,29.08,89.45,65.6,89.5
22949,1194,3123,24.6,85.63,65.6,90.4
22970,889,2595,22.64,88.01,65.6,92.4
23000,915,2543,18.1,88.47,65.6,94.0
23022,943,2510,11.13,85.75,65.6,95.1
23044,960,2460,1.1,78.67,65.6,96.0
23066,2818,4215,-41.64,40.3,65.6,79.1
23087,2922,4295,-65.96,16.93,65.6,75.7
23108,2913,4228,-93.54,-11.25,65.6,75.4
23129,2805,4069,-123.55,-45.49,65.6,75.9
23150,2298,3577,-146.75,-77.87,65.6,79.6
23171,2251,3518,-161.28,-106.97,65.6,83.3
23201,2186,3438,-161.04,-127.21,65.6,85.7
23223,2083,3318,-144.84,-135.8,65.6,87.6
23245,1570,2653,-115.08,-131.69,65.6,88.9
23267,1569,2633,-77.87,-120.98,65.6,89.0
23288,1540,2602,-32.39,-100.53,65.6,88.7
23309,1517,2572,18.33,-71.12,65.6,88.2
23330,1182,1935,69.92,-33.4,65.6,88.5
23351,1180,1931,106.0,-8.31,65.6,88.0
23372,1182,1936,114.66,-7.05,65.6,87.1
23404,1186,1917,93.01,-32.62,65.6,86.5
23427,1673,2243,49.88,-76.26,65.6,87.0
23448,1691,2278,5.27,-121.43,65.6,87.7
23470,1709,2314,-35.92,-163.38,65.6,88.5
23491,1727,2347,-70.91,-199.44,65.6,89.5
23512,4751,5391,-131.02,-261.02,65.6,88.4
23533,4856,5500,-168.12,-299.54,65.6,88.4
23554,4959,5600,-187.56,-319.75,65.6,88.7
23575,5074,5710,-192.64,-324.29,65.6,89.3
23606,8598,9084,-220.39,-349.39,65.6,88.5
23628,8710,9166,-217.53,-342.7,65.6,88.6
23650,8817,9236,-191.26,-310.38,65.6,89.0
23672,8887,9286,-143.41,-253.59,65.6,89.6
23693,8940,9303,-76.0,-175.15,65.6,90.2
23714,11649,11455,-19.18,-100.59,65.6,89.5
23735,11936,11681,64.71,-0.68,65.6,89.5
23756,12233,11914,167.6,117.56,67.9,89.9
23784,23657,19948,171.03,169.53,67.9,84.5
24050,43233,33697,33.37,128.98,67.9,80.9
24072,323801,313048,-2782.46,-2669.0,67.9,90.4
24093,324200,313503,-4036.54,-3921.67,67.9,91.2
24115,324647,314056,-4423.47,-4321.11,67.9,91.5
24136,325201,314747,-4263.92,-4188.31,67.9,91.8
24157,600696,594800,-6545.95,-6560.04,67.9,92.1
24178,600890,595064,-6802.4,-6900.88,67.9,92.2
24199,601071,595328,-5574.43,-5767.78,67.9,92.3
24229,601396,595824,-2659.89,-2973.69,67.9,92.4
24251,604665,601394,1407.11,940.12,70.1,92.4
24272,604695,601463,6964.47,6346.97,71.9,92.2
24294,604726,601537,14064.08,13311.5,72.9,92.0
24315,604763,601584,22527.26,21680.18,73.3,91.9
24336,604793,601651,31783.54,30919.61,73.3,91.9
24357,605319,602793,40763.33,39990.48,73.3,91.9
24378,605335,602817,47946.42,47373.02,73.3,91.9
24408,605345,602844,52779.55,52461.81,73.3,92.0
24432,605458,603202,54950.83,54899.69,73.3,92.0
24454,605453,603213,55110.82,55316.39,73.3,92.0
24476,605450,603215,52429.24,52852.1,73.3,92.1
24497,605461,603225,46522.77,47106.4,73.3,92.1
24518,605463,603229,38616.18,39312.92,73.3,92.1
24539,605433,603280,30220.64,30992.7,73.3,92.1
24561,605425,603274,22042.95,22852.83,73.3,92.1
24582,605430,603278,14273.12,15086.23,73.3,92.1
24609,605364,603209,7151.4,7946.43,73.3,92.1
24865,605284,603164,1819.45,2596.23,73.3,92.1
24887,605255,603174,-4513.9,-3778.89,73.3,92.1
24908,605264,603185,-10221.38,-9536.55,73.3,92.1
24930,605252,603202,-15242.76,-14616.54,73.3,92.1
24951,605258,603203,-19512.25,-18949.01,73.3,92.1
24972,605264,603201,-23108.81,-22610.93,73.3,92.1
24993,605328,603409,-26294.92,-25866.29,73.3,92.1
25014,605326,603409,-29261.78,-28902.8,73.3,92.1
25044,605322,603395,-32034.09,-31743.72,73.3,92.1
25066,605288,603355,-34750.11,-34527.25,73.3,92.1
25087,605267,603347,-37330.64,-37174.5,73.3,92.1
25109,605272,603339,-39649.47,-39557.88,73.3,92.1
25130,605273,603342,-41442.94,-41409.97,73.3,92.1
25151,605272,603348,-42312.04,-42327.32,73.3,92.1
25172,605283,603386,-41813.38,-41863.06,73.3,92.1
25193,605272,603396,-40092.49,-40164.85,73.3,92.1
25218,605281,603397,-37938.79,-38026.51,73.3,92.1
25241,605272,603408,-35768.48,-35869.78,73.3,92.1
25264,605258,603402,-33546.4,-33659.31,73.3,92.1
25287,605238,603390,-31322.86,-31447.41,73.3,92.1
25309,605251,603389,-29075.17,-29209.65,73.3,92.1
25330,605239,603390,-26808.92,-26952.86,73.3,92.1
25351,605239,603432,-24525.97,-24678.43,73.3,92.1
25372,605245,603429,-22244.99,-22403.69,73.3,92.1
25393,605261,603421,-20005.4,-20169.52,73.3,92.1
25423,605253,603445,-17812.76,-17980.81,73.3,92.1
25446,605273,603491,-15716.57,-15886.21,73.3,92.1
25467,605262,603504,-13704.41,-13874.57,73.3,92.1
25490,605263,603507,-11782.85,-11953.9,73.3,92.1
25511,605258,603492,-9950.31,-10120.53,73.3,92.1
25532,605204,603440,-8204.14,-8372.53,73.3,92.1
25553,605215,603442,-6536.76,-6704.0,73.3,92.1
25574,605228,603446,-4949.56,-5114.02,73.3,92.1
25604,605217,603451,-3433.93,-3594.32,73.3,92.1
25626,605199,603439,-2017.29,-2172.82,73.3,92.1
25647,605191,603440,-696.96,-847.03,73.3,92.1
25671,605199,603436,530.38,387.44,73.3,92.1
25694,605196,603444,1665.55,1529.13,73.3,92.1
25715,605200,603437,2714.44,2585.07,73.3,92.1
25736,605181,603448,3683.48,3561.1,73.3,92.1
25757,605169,603453,4561.67,4446.97,73.3,92.1
25778,605178,603449,5367.28,5258.53,73.3,92.1
25809,605199,603546,6093.41,5989.9,73.3,92.1
25831,605189,603532,6734.81,6636.88,73.3,92.1
25852,605197,603538,7301.14,7208.92,73.3,92.1
25877,605192,603549,7799.21,7712.93,73.3,92.1
25900,605200,603552,8226.38,8146.58,73.3,92.1
25921,605199,603595,8590.72,8517.38,73.3,92.1
25942,605193,603567,8899.17,8833.6,73.3,92.1
25964,605189,603566,9149.11,9090.83,73.3,92.1
25985,605189,603566,9334.04,9282.66,73.3,92.1
26016,605098,603397,9468.3,9425.47,73.3,92.1
26038,605096,603402,9547.46,9513.23,73.3,92.1
26060,605109,603405,9577.19,9550.65,73.3,92.1
26084,605112,603446,9569.1,9547.96,73.3,92.1
26106,605110,603449,9517.1,9501.02,73.3,92.1
26127,605111,603444,9426.63,9415.74,73.3,92.1
26148,605101,603451,9323.97,9310.7,73.3,92.1
26169,605114,603433,9216.19,9190.76,73.3,92.1
26199,605065,603375,9542.19,9516.04,73.3,92.1
26221,605054,603364,9580.69,9554.61,73.3,92.1
26243,605046,603353,9472.12,9446.52,73.3,92.1
26265,605019,603332,9276.35,9251.2,73.3,92.1
26287,605023,603333,9524.55,9508.26,73.3,92.0
26310,605025,603330,9479.75,9469.44,73.3,92.0
26331,605023,603340,9289.64,9284.01,73.3,92.0
26352,605022,603342,8961.07,8961.17,73.3,92.0
26373,605020,603369,8628.73,8636.36,73.3,92.0
26404,605014,603361,8274.56,8287.45,73.3,92.0
26426,605020,603363,7892.47,7911.41,73.3,92.0
26447,605012,603364,7503.99,7526.69,73.3,92.0
26469,604993,603367,7109.11,7134.28,73.3,92.0
26491,605012,603369,6660.45,6704.0,73.3,92.1
26514,605001,603360,6144.02,6227.37,73.3,92.3
26535,605001,603361,4412.54,4502.7,73.3,92.4
26556,604960,603331,3420.21,3512.78,73.3,92.4
26587,604975,603316,2789.94,2882.41,73.3,92.5
26609,604967,603318,2353.23,2443.46,73.3,92.5
26630,604961,603308,779.88,846.94,73.3,92.3
26652,604858,603134,-71.35,-16.42,73.3,91.9
26674,604858,603108,-534.63,-486.59,73.3,91.9
26697,604863,603103,-644.08,-603.76,73.3,91.9
26719,604844,603104,-753.07,-725.88,73.3,92.0
26740,604771,602947,-849.06,-828.82,73.3,92.0
26762,604774,602953,-1139.47,-1125.93,73.3,92.1
26784,604768,602952,-1153.43,-1143.06,73.3,92.1
26805,604765,602950,-1156.46,-1149.15,73.3,92.1
26826,604668,602782,-1152.88,-1150.41,73.3,92.1
26847,604666,602768,-1142.34,-1143.68,73.3,92.1
26868,604671,602775,-971.74,-976.19,73.3,92.2
26898,604671,602768,-960.72,-969.24,73.3,92.2
26920,604572,602607,-944.52,-956.1,73.3,92.2
26942,604568,602597,-933.42,-948.07,73.3,92.2
26964,604561,602586,-910.41,-927.77,73.3,92.2
26985,604556,602576,-883.82,-902.99,73.3,92.2
27006,604560,602600,-853.86,-874.78,73.3,92.2
27027,604554,602609,-820.98,-843.14,73.3,92.2
27048,604549,602615,-785.26,-808.13,73.3,92.2
27069,604555,602610,-663.54,-685.57,73.3,92.2
27099,604544,602602,8.24,-7.62,73.3,92.2
27121,604520,602578,3.37,-12.62,73.3,92.2
27143,604532,602586,-1.2,-16.96,73.3,92.2
27165,604525,602593,-8.61,-23.67,73.3,92.2
27186,604476,602512,-10.47,-23.65,73.3,92.2
27207,604469,602512,-11.77,-22.69,73.3,92.2
27228,604472,602502,-12.52,-21.0,73.3,92.2
27249,604454,602494,-11.74,-16.83,73.3,92.3
27279,604468,602491,10.46,9.68,73.3,92.3
27301,604418,602426,11.5,14.94,73.3,92.3
27324,604417,602437,9.55,16.51,73.3,92.3
27346,604419,602435,9.75,19.7,73.3,92.2
27367,604253,602103,11.31,25.27,73.3,92.2
27388,604248,602100,11.68,28.03,73.3,92.2
27409,604250,602076,11.15,29.04,73.3,92.2
27430,604248,602074,10.13,28.64,73.3,92.2
27451,604240,602061,8.82,27.34,73.3,92.2
27481,604160,601926,8.04,26.38,73.3,92.2
27503,604157,601918,15.6,32.99,73.3,92.2
27526,604152,601913,13.28,29.04,73.3,92.2
27548,604081,601826,11.23,25.0,73.3,92.1
27569,604086,601800,8.28,19.48,73.3,92.1
27590,604080,601808,4.65,12.09,73.3,92.2
27611,604088,601815,0.45,3.71,73.3,92.2
27632,604083,601808,-3.82,-4.76,73.3,92.1
27662,603984,601641,-0.33,-4.67,73.3,92.1
27684,603974,601620,-3.15,-10.26,73.3,92.2
27705,603978,601618,-5.56,-14.05,73.3,92.3
27728,603978,601622,-6.46,-15.21,73.3,92.3
27749,603957,601564,-6.94,-14.91,73.3,92.3
27770,603942,601572,-7.08,-14.36,73.3,92.2
27791,603942,601573,-7.19,-13.46,73.3,92.2
27812,603942,601564,-7.0,-11.79,73.3,92.1
27833,603879,601463,-2.79,-5.83,73.3,92.0
27865,603871,601462,-2.01,-4.0,73.3,92.0
27887,603868,601464,-0.79,-1.88,73.3,92.0
27909,603869,601457,-0.88,-1.27,73.3,91.9
27932,603805,601370,0.1,0.56,73.3,92.0
27953,603807,601357,0.65,1.95,73.3,91.9
27974,603808,601361,1.13,3.3,73.3,92.1
27995,603818,601355,2.29,5.88,73.3,92.2
28016,603731,601282,4.37,9.47,73.3,92.2
28042,603740,601280,7.33,13.73,73.3,92.7
28065,603757,601278,7.33,15.03,73.3,92.9
28088,603750,601271,7.35,16.13,73.3,93.0
28110,603585,600942,8.9,20.11,76.8,93.4
28142,603577,600917,9.4,22.19,79.1,93.6
28164,603576,600916,9.06,22.22,80.9,94.0
28185,603566,600895,10.09,23.64,82.4,94.2
28207,603495,600772,10.31,24.24,83.6,94.3
28228,603491,600759,8.76,22.31,84.5,94.1
28249,603487,600756,9.65,22.93,86.6,93.4
28270,603485,600752,8.66,20.77,88.1,93.2
28291,603437,600680,7.54,18.16,89.2,93.0
28321,603441,600650,6.44,14.86,90.1,94.1
28344,603423,600662,3.9,8.5,91.1,94.3
28365,603430,600653,1.16,1.89,91.7,94.6
28387,603368,600542,-1.16,-4.26,92.1,95.1
28408,603376,600530,-4.11,-10.57,92.4,95.2
28429,603367,600535,-5.96,-14.98,92.4,95.7
28450,603362,600534,-6.5,-16.51,92.4,96.3
28471,603347,600495,-5.62,-15.24,92.6,97.6
28492,603364,600506,-5.21,-14.08,92.9,98.1
28524,603354,600508,-4.75,-13.04,93.0,98.5
28546,603357,600500,-3.89,-10.8,93.2,98.6
28567,603324,600466,-2.37,-7.82,93.3,98.7
28589,603317,600467,-0.88,-5.04,93.4,98.8
28610,603324,600454,0.42,-2.33,93.5,99.0
28631,603323,600468,1.89,0.21,93.5,99.5
28652,603329,600459,2.98,2.53,93.6,99.5
28673,603281,600392,4.53,5.27,93.6,99.6
28704,603280,600387,5.93,7.79,93.6,99.9
28728,603279,600385,7.32,10.79,93.7,99.9
28750,603286,600398,8.86,14.13,93.7,100.0
28772,603271,600384,10.51,17.55,93.7,100
28793,603269,600375,12.08,20.77,93.7,100
28814,603261,600384,13.11,23.15,93.7,100
28835,603268,600374,13.38,24.54,93.7,100
28856,603120,600063,14.81,28.36,93.4,100
28877,603123,600064,15.71,30.77,92.7,100
28908,603115,600047,16.0,31.91,92.0,100
28932,603083,599979,16.01,32.43,91.3,100
28954,603087,599963,15.48,31.94,90.7,100
28977,603078,599970,14.92,31.1,90.4,100
28998,603076,599964,13.83,29.29,90.3,100
29019,603077,599951,12.37,26.71,90.1,100
29040,603028,599876,10.92,23.61,90.0,100
29061,603031,599867,8.88,19.34,89.7,100
29091,603015,599860,5.74,12.44,89.4,100
29113,603000,599789,2.24,5.04,89.1,100
29137,602998,599857,-1.54,-4.09,89.0,100
29160,602994,599776,-4.61,-10.93,88.8,100
29182,602989,599783,-6.83,-16.23,88.4,100
29203,602991,599777,-7.89,-18.73,88.4,100
29224,603003,599798,-8.48,-19.77,88.4,100
29245,603005,599798,-8.24,-19.15,88.3,100
29266,602983,599769,-7.86,-18.23,88.6,100
29293,602995,599798,-7.58,-17.3,89.0,100
29315,602998,599810,-7.31,-16.33,89.4,100
29336,603008,599807,-6.98,-15.02,89.7,100
29357,603004,599820,-6.18,-13.27,90.0,100
29380,603004,599811,-5.3,-11.17,90.1,100
29401,603006,599820,-3.97,-8.57,90.3,100
29422,603008,599823,-2.23,-5.27,90.7,100
29443,603009,599820,-0.5,-1.96,90.7,100
29473,603013,599829,1.19,1.2,90.8,100
29495,603007,599809,3.05,5.16,90.8,100
29516,603003,599810,4.63,8.93,91.4,100
29538,603012,599800,5.91,12.45,91.3,100
29562,603011,599792,6.52,14.73,91.8,100
29584,602814,599395,10.01,22.55,91.9,100
29605,602819,599390,11.74,26.64,91.7,100
29626,602815,599387,12.68,28.75,91.5,100
29647,602812,599371,12.9,29.48,91.4,100
29677,602823,599383,12.42,28.75,91.6,100
29699,602816,599378,11.6,26.92,91.7,100
29720,602825,599380,10.45,24.25,91.6,100
29742,602825,599383,8.3,19.34,91.4,100
29763,602821,599353,5.13,12.41,91.3,100
29786,602823,599349,1.62,4.36,91.2,100
29807,602813,599345,-2.73,-5.49,91.2,100
29828,602819,599353,-7.77,-16.62,91.1,100
29849,602810,599301,-12.58,-26.76,91.4,100
29879,602808,599298,-16.38,-34.83,91.8,100
29901,602825,599296,-17.74,-37.68,91.9,100
29923,602810,599301,-16.9,-36.36,92.0,100
29945,602827,599314,-15.0,-32.52,92.1,100
29966,602826,599325,-12.67,-28.12,92.1,100
29989,602835,599319,-10.37,-23.32,92.2,100
30010,602834,599326,-8.41,-19.63,92.5,100
30031,602850,599370,-6.77,-16.68,92.7,100
30061,602834,599332,-4.99,-13.24,92.9,100
30083,602857,599372,-3.66,-10.69,93.1,100
30104,602864,599364,-2.51,-8.31,93.2,100
30126,602851,599369,-1.21,-6.0,93.3,100
30147,602853,599362,0.09,-3.35,94.7,100
30169,602852,599364,1.75,-0.03,95.7,100
30191,602853,599375,3.16,3.32,96.6,100
30212,602853,599373,4.47,6.77,97.3,100
30233,602896,599444,5.1,9.42,97.8,100
30255,602894,599454,6.21,12.09,98.3,100
30276,602898,599451,6.83,14.25,98.6,100
30297,602898,599443,7.09,16.05,98.9,100
30318,602760,599125,8.82,21.0,97.9,100
30339,602745,599118,10.48,25.22,96.5,100
30370,602737,599082,11.34,27.94,95.1,100
30392,602734,599074,11.03,28.12,94.0,100
30413,602681,598973,10.93,28.65,93.1,100
30435,602689,598964,10.5,28.5,92.4,100
30456,602688,598971,9.65,27.05,91.8,100
30477,602686,598964,8.45,24.52,91.4,100
30498,602665,598924,6.91,20.88,91.0,100
30519,602673,598913,4.58,15.52,90.7,100
30540,602668,598931,1.12,7.43,90.8,100
30571,602665,598921,-3.72,-3.7,90.8,100
30594,602593,598796,-8.23,-14.12,90.8,100
30615,602592,598791,-12.71,-24.29,90.8,100
30637,602590,598794,-16.48,-32.54,90.8,100
30658,602591,598786,-18.75,-37.41,90.9,100
30679,602583,598789,-19.63,-39.51,90.9,100
30700,602581,598763,-19.72,-39.43,90.9,100
30721,602577,598761,-19.38,-38.42,90.9,100
30751,602574,598759,-19.12,-37.73,90.9,100
30775,602612,598835,-18.83,-36.46,91.2,100
30797,602606,598835,-18.17,-34.54,91.4,100
30819,602617,598836,-17.7,-32.6,91.6,100
30840,602611,598839,-17.2,-30.54,91.7,100
30861,602612,598834,-16.76,-28.52,91.8,100
30883,602633,598872,-16.6,-27.21,91.9,100
30904,602631,598879,-15.28,-24.25,92.0,100
30925,602638,598881,-13.48,-20.35,92.1,100
30955,602710,599015,-11.73,-16.76,91.3,100
30977,602698,599000,-9.14,-11.72,90.7,100
31002,602712,599016,-6.28,-6.27,90.2,100
31024,602719,599026,-3.25,-0.28,89.8,100
31045,602732,599062,-0.04,5.51,89.5,100
31066,602744,599049,2.98,11.5,89.2,100
31087,602735,599043,6.59,18.27,89.0,100
31108,602728,599032,9.67,23.78,88.4,100
31129,602529,598576,14.4,33.13,87.8,100
31159,602534,598585,17.83,39.6,87.2,100
31181,602533,598572,20.55,44.59,86.6,100
31205,602535,598572,22.67,47.96,86.2,100
31228,602569,598640,23.69,48.93,85.9,100
31249,602565,598638,24.17,48.75,85.6,100
31270,602570,598622,23.78,46.93,85.4,100
31291,602568,598634,21.93,41.98,85.2,100
31312,602573,598640,18.65,34.0,85.1,100
31342,602594,598664,14.06,23.74,85.2,100
31364,602591,598672,8.43,10.67,85.3,100
31385,602586,598667,2.34,-2.89,85.4,100
31410,602603,598686,-3.95,-16.63,85.4,100
31432,602610,598682,-9.26,-28.04,85.5,100
