red_raw,red_final (Filtered),ir_raw,ir_final (Filtered)
597469,-27.25,589523,-22.88
597476,-20.49,589510,-29.37
597477,-16.39,589531,-14.37
597474,-15.99,589521,-16.11
597471,-16.54,589521,-15.21
597465,-19.3,589524,-11.65
597465,-18.39,589532,-4.39
597461,-19.34,589514,-14.32
597458,-19.93,589533,-2.82
597464,-14.34,589538,3.68
597454,-18.48,589506,-16.53
597445,-24.03,589528,-5.43
597457,-15.28,589524,-4.88
597437,-25.21,589519,-7.69
597432,-28.98,589494,-24.55
597404,-46.32,589446,-59.01
597402,-48.09,589437,-68.73
597427,-27.64,589479,-37.09
597429,-18.82,589472,-30.75
597432,-13.02,589457,-36.62
597428,-13.12,589455,-36.35
597427,-12.76,589445,-39.93
597433,-7.54,589444,-38.16
597421,-13.63,589440,-37.19
597420,-14.65,589425,-43.88
597433,-4.92,589436,-34.43
597431,-3.46,589451,-19.05
597426,-6.16,589453,-12.22
597454,12.57,589487,13.42
597467,24.98,589489,20.08
597468,26.63,589512,35.52
597463,21.4,589512,36.38
597478,28.38,589535,49.01
597482,30.44,589546,55.45
597482,28.36,589559,61.11
597491,31.54,589566,62.08
597483,24.26,589572,61.17
597480,18.35,589567,52.34
597460,1.9,589505,4.01
597453,-7.17,589492,-17.25
597464,-1.42,589500,-15.72
597496,21.71,589536,10.25
597488,20.36,589523,7.08
597485,16.26,589484,-20.53
597477,8.46,589496,-17.66
597495,17.93,589517,-1.34
597494,18.13,589518,3.51
597519,33.46,589550,26.04
597523,37.18,589550,29.5
597518,31.61,589551,28.51
597529,34.93,589555,28.55
597520,26.74,589546,20.04
597517,20.41,589551,19.59
597539,31.95,589571,31.26
597526,23.36,589570,30.84
597526,19.25,589566,25.46
597525,15.95,589560,17.93
597527,15.15,589566,18.56
597534,18.38,589571,20.54
597531,15.65,589575,21.98
597508,-1.85,589513,-21.27
597511,-4.12,589502,-37.77
597557,26.66,589559,-0.4
597549,26.73,589559,9.04
597548,23.84,589531,-8.19
597550,22.45,589528,-13.84
597551,20.85,589522,-18.14
597546,15.31,589524,-16.29
597566,26.08,589547,1.06
597564,25.25,589555,10.69
597578,32.32,589551,9.5
597593,41.49,589588,33.31
597592,39.58,589589,37.14
597603,43.19,589589,35.0
597607,43.17,589589,31.45
597599,34.16,589576,19.23
597590,22.92,589577,15.19
597636,49.12,589642,56.61
597634,50.17,589652,68.99
597665,67.05,589717,110.02
597669,68.29,589713,108.31
597667,61.49,589725,106.84
