ts,red_raw,ir_raw,led_current
86154,1992658,2269495,45
86168,1992636,2269532,45
86183,1992645,2269540,45
86197,1992639,2269553,45
86218,1992626,2269553,45
86538,1992203,2268422,45
86553,1992211,2268455,45
86567,1992202,2268472,45
86582,1992234,2268463,45
86597,1992226,2268562,45
86613,1992412,2268992,45
86628,1992430,2269000,45
86650,1992396,2268984,45
86665,1992416,2269010,45
86679,1992432,2269009,45
86693,1992438,2269000,45
86707,1992413,2269020,45
86724,1992522,2269278,45
86739,1992534,2269272,45
86753,1992505,2269289,45
86768,1992520,2269273,45
86783,1992510,2269245,45
86797,1992511,2269258,45
86811,1992513,2269251,45
86832,1992532,2269281,45
86847,1992530,2269319,45
86861,1992544,2269327,45
86876,1992547,2269335,45
86892,1992586,2269322,45
86948,1992760,2269892,45
86963,1992779,2269920,45
86977,1992747,2269925,45
86994,1992792,2269942,45
87010,1992797,2269897,45
87025,1992943,2270334,45
87042,1992931,2270324,45
87058,1992941,2270345,45
87073,1992947,2270366,45
87087,1992927,2270354,45
87101,1992944,2270359,45
87122,1993049,2270595,45
87137,1993079,2270647,45
87152,1993050,2270651,45
87166,1993070,2270645,45
87182,1993078,2270658,45
87196,1993087,2270679,45
87210,1992980,2270350,45
87224,1992938,2270296,45
87244,1992892,2270189,45
87562,1992569,2269448,45
87576,1992512,2269403,45
87590,1992547,2269402,45
87605,1992573,2269429,45
87620,1992564,2269468,45
87637,1992610,2269463,45
87652,1992584,2269499,45
87673,1992566,2269521,45
87689,1992560,2269531,45
87703,1992805,2270005,45
87717,1992819,2270038,45
87731,1992840,2270032,45
87748,1992816,2270065,45
87764,1992817,2270074,45
87779,1992831,2270104,45
87796,1992948,2270474,45
87811,1992981,2270451,45
87825,1992945,2270466,45
87840,1992977,2270462,45
87856,1992981,2270523,45
87871,1992952,2270488,45
87886,1992977,2270511,45
87901,1993048,2270690,45
87922,1993038,2270663,45
87969,1993087,2270745,45
87984,1993096,2270716,45
87998,1993088,2270764,45
88013,1993002,2270509,45
88028,1992964,2270341,45
88042,1992918,2270330,45
88056,1992914,2270203,45
88078,1992876,2270111,45
88093,1992826,2270040,45
88107,1992209,2268613,45
88121,1992239,2268599,45
88136,1992247,2268580,45
88151,1992271,2268622,45
88167,1992264,2268637,45
88182,1992281,2268685,45
88202,1992462,2269178,45
88487,1992576,2269442,45
88502,1992766,2269934,45
88516,1992766,2269963,45
88530,1992752,2269991,45
88545,1992804,2269969,45
88560,1992807,2269992,45
88578,1992792,2269975,45
88600,1992938,2270351,45
88615,1992939,2270322,45
88629,1992921,2270345,45
88644,1992912,2270281,45
88661,1992939,2270345,45
88676,1992936,2270369,45
88692,1993064,2270606,45
88706,1993021,2270641,45
88726,1993049,2270616,45
88741,1993045,2270639,45
88755,1993046,2270621,45
88771,1993061,2270660,45
88786,1993068,2270686,45
88801,1992758,2269803,45
88815,1992774,2269756,45
88829,1992696,2269665,45
88850,1992616,2269490,45
88888,1992571,2269298,45
88903,1992350,2268843,45
88917,1992371,2268886,45
88932,1992408,2268911,45
88947,1992379,2268954,45
88962,1992410,2268961,45
88983,1992410,2269027,50
88998,2274017,2552856,50
89203,2274039,2553032,50
89218,2274029,2553044,50
89232,2274025,2553062,50
89247,2274039,2553067,50
89262,2274033,2553109,50
89276,2274077,2553141,50
89291,2274272,2553615,50
89315,2274280,2553673,50
89330,2274267,2553656,50
89344,2274289,2553682,50
89359,2274285,2553699,50
89374,2274307,2553696,50
89392,2274282,2553704,50
89407,2274364,2553948,50
89421,2274384,2554008,50
89440,2274428,2553985,50
89456,2274422,2554006,50
89470,2274413,2554054,50
89486,2274342,2554044,50
89501,2274450,2554100,50
89515,2274426,2554055,50
89531,2274432,2553966,50
89547,2274347,2553856,50
89566,2274324,2553820,50
89614,2273610,2551888,50
89629,2273580,2551878,50
89643,2273587,2551917,50
89658,2273592,2551915,50
89673,2273594,2551922,50
89687,2273616,2551994,50
89706,2274000,2552830,50
89726,2274030,2552799,50
89742,2273993,2552824,50
89756,2273999,2552818,50
89771,2274005,2552821,50
89787,2274043,2552836,50
89802,2274187,2553166,50
89818,2274153,2553137,50
89833,2274165,2553167,50
90023,2274522,2553953,50
90038,2274516,2553958,50
90052,2274528,2553996,50
90067,2274540,2554041,50
90082,2274564,2554044,50
90096,2274841,2554654,50
90111,2274865,2554704,50
90133,2274873,2554719,50
92423,2275305,2817824,50
92438,2275302,2817844,50
92452,2275312,2817858,50
92466,2275308,2817854,50
92482,2275397,2818036,50
92496,2275331,2818048,50
92511,2275395,2818047,50
92530,2275411,2818065,50
92546,2275378,2818035,50
92561,2275396,2818084,50
92577,2275445,2818236,50
92591,2275461,2818163,50
92605,2275424,2818113,50
92619,2275413,2818085,50
92634,2275361,2818001,50
92655,2275283,2817871,50
92895,2274867,2816701,50
92909,2274870,2816743,50
92923,2274855,2816748,50
92938,2274863,2816738,50
92953,2274849,2816717,50
92969,2274823,2816668,50
92984,2274733,2816517,50
93004,2274745,2816545,50
93020,2274785,2816522,50
93034,2274767,2816546,50
93048,2274775,2816573,50
93064,2274786,2816563,50
93079,2274972,2817112,50
93095,2274994,2817141,50
93110,2275022,2817177,50
93129,2274980,2817197,50
93145,2275045,2817190,50
93159,2275001,2817228,50
93177,2275174,2817703,50
93193,2275145,2817635,50
93207,2275182,2817698,50
93221,2275205,2817678,50
93235,2275170,2817699,50
93256,2275205,2817681,50
93422,2274953,2817124,50
93437,2274951,2817047,50
93451,2274899,2816987,50
93465,2274851,2816867,50
93480,2274429,2815767,50
93496,2274422,2815772,50
93511,2274445,2815808,50
93531,2274465,2815868,50
93547,2274493,2815912,50
93561,2274494,2815981,50
93576,2274497,2815983,50
93591,2274714,2816572,50
93606,2274678,2816576,50
93620,2274755,2816570,50
93634,2274733,2816575,50
93707,2274772,2816764,50
93722,2274787,2816737,50
93736,2274760,2816745,50
93750,2274746,2816736,50
93765,2274734,2816728,50
93781,2274759,2816848,50
93795,2274757,2816842,50
93817,2274803,2816888,50
93832,2274829,2816912,50
93910,2275087,2817715,50
93924,2275032,2817724,50
93944,2275093,2817784,50
93960,2275108,2817795,50
93974,2275139,2817791,50
93992,2275298,2818228,5
94008,2275284,2818282,5
94022,2275285,2818272,5
94036,2275304,2818298,5
94050,2228224,2785280,5
94070,1392640,1949696,5
94086,13703,13162,5
94101,13715,13166,5
94117,13700,13176,5
94134,13708,13200,5
94149,13694,13193,5
94163,13681,13135,5
94177,13683,13225,5
94198,13720,13205,5
94217,13708,13187,5
94232,13732,13178,5
94246,13700,13176,5
94261,13697,13166,5
94276,13646,13031,5
94290,13645,13009,5
94314,13662,13062,5
94337,13661,13033,5
94352,13663,13043,5
94366,13650,13018,5
94381,13694,13114,5
94396,13672,13133,5
94411,13712,13107,5
94427,13682,13107,5
94448,13668,13125,5
94463,13683,13139,5
94477,13695,13149,5
94491,13698,13119,5
94507,13686,13138,5
94523,13696,13137,5
94539,13715,13116,5
94553,13684,13143,5
94568,13701,13121,5
94583,13663,13144,5
94600,13745,13130,5
94616,13707,13133,5
94631,13689,13160,5
94650,13678,13167,5
94666,13675,13137,5
94681,13723,13173,5
96931,13700,13198,5
96946,13705,13195,5
96961,13718,13209,5
96976,13685,13184,5
96991,13713,13206,5
97005,13713,13189,5
97019,13711,13190,5
97041,13705,13211,5
97056,13730,13250,5
97070,13761,13263,5
97086,13708,13246,5
97101,13744,13262,5
97115,13715,13210,5
97130,13719,13257,5
97145,13703,13250,5
97168,13747,13286,5
97392,13754,13253,5
97406,13740,13253,5
97420,13719,13230,5
97435,13708,13231,5
97450,13671,13088,5
97464,13681,13141,5
97480,13693,13134,5
97502,13698,13150,5
97518,13630,13148,5
97532,13698,13144,5
97546,13701,13213,5
97562,13706,13197,5
97577,13714,13221,5
97593,13687,13195,5
97607,13700,13202,5
97630,13722,13203,5
97645,13684,13222,5
97660,13703,13223,5
97674,13716,13210,5
97692,13694,13253,5
97707,13666,13227,5
97720,13692,13228,5
97735,13706,13196,5
97757,13717,13261,5
97772,13667,13233,5
97788,13697,13228,5
97803,13696,13248,5
97818,13664,13230,5
97833,13706,13213,5
97847,13732,13258,5
97861,13736,13241,5
97883,13728,13258,5
97898,13720,13267,5
98109,13762,13331,5
98124,13732,13316,5
98138,13740,13322,5
98153,13776,13336,5
98168,13749,13329,5
98184,13785,13307,5
98199,13737,13326,5
98214,13726,13319,5
98238,13728,13288,5
98253,13720,13160,5
98267,13681,13171,5
98281,13691,13207,5
98297,13685,13135,5
98312,13671,13171,5
98326,13683,13195,5
98340,13721,13238,5
98361,13703,13256,5
98376,13722,13250,5
98390,13731,13250,5
98404,13718,13252,5
98420,13703,13270,5
98435,13744,13274,5
98449,13716,13260,5
98463,13712,13280,5
98477,13709,13281,5
98619,13756,13236,5
98634,13714,13252,5
98648,13726,13295,5
98663,13731,13301,5
98678,13724,13298,5
98692,13728,13290,5
98707,13732,13305,5
98728,13762,13308,5
98744,13756,13331,5
98758,13747,13331,5
98772,13764,13356,5
98786,13708,13338,5
98801,13733,13332,5
98819,13750,13332,5
