red_raw,red_final (Filtered),ir_raw,ir_final (Filtered)
593928,302.16,587204,301.47
594186,452.0,587417,421.95
594187,452.1,587424,421.25
594205,426.04,587433,391.56
594337,472.37,587440,355.73
594333,441.42,587435,313.34
594415,451.53,587482,307.85
594406,409.9,587481,279.8
594495,424.72,587644,358.84
594497,393.89,587648,351.07
594638,447.78,587861,462.85
594631,418.8,587869,457.16
594681,409.83,587888,429.91
594675,368.89,587872,375.95
594751,378.63,587857,320.55
594737,339.67,587860,281.57
594747,307.91,587864,250.74
594839,335.8,587915,256.1
594839,314.5,587924,241.82
594848,288.58,587934,224.58
594840,252.35,587921,192.54
594752,162.65,587852,121.79
594750,125.08,587848,90.99
594728,90.26,587835,66.86
594731,75.91,587834,54.48
594736,69.3,587844,53.53
594728,56.38,587837,44.02
594820,110.32,587959,120.04
594826,118.55,587961,130.35
594859,132.79,587999,147.47
594864,128.5,587995,136.66
594869,119.99,588002,127.08
594906,132.56,588032,134.13
594903,122.48,588036,127.27
594919,120.44,588058,129.58
594906,100.97,588040,107.13
594815,26.29,587835,-45.57
594788,-12.86,587836,-79.35
594839,12.78,587890,-44.78
594840,18.8,587884,-36.36
594865,35.54,587935,3.17
594877,44.83,587933,11.48
594914,68.29,587968,36.18
594905,62.34,587962,35.25
594969,98.67,588059,97.33
594980,106.84,588064,108.07
595006,117.4,588122,140.69
595025,122.88,588115,132.25
595016,107.86,588115,118.98
595071,132.0,588183,151.3
595064,122.17,588188,150.01
595128,152.51,588264,188.19
595121,142.51,588265,182.56
595167,158.98,588347,220.9
595172,153.01,588346,211.24
595090,83.36,588220,106.13
595077,50.09,588205,60.69
595073,34.83,588179,26.68
595091,40.16,588173,11.85
595078,29.37,588171,5.81
595077,23.5,588172,4.47
595118,47.63,588260,63.02
595139,63.73,588250,65.65
595136,60.36,588256,64.84
595143,59.2,588274,71.25
595142,53.18,588261,58.13
595199,85.51,588341,103.71
595200,87.1,588337,103.76
595279,133.33,588469,183.82
595278,133.01,588477,193.76
595336,160.69,588538,221.0
595334,152.72,588544,213.19
595352,149.93,588581,218.1
595354,137.92,588588,205.66
595316,97.7,588529,145.44
595310,75.29,588525,115.34
595310,63.35,588511,88.61
595158,-47.33,588296,-70.27
595162,-68.46,588293,-106.24
595111,-102.33,588241,-141.29
595103,-107.56,588229,-146.27
595126,-84.33,588262,-112.93
595122,-74.04,588263,-94.35
595072,-98.81,588180,-137.62
595069,-98.74,588188,-131.39
